TransactionID,AccountNo,CustomerID,TransactionDate,TransactionType,Channel,Amount,BalanceAfter,Description,Status
TRX0001369,ACC000069,C0069,2020-04-15,Withdrawal,Branch,38207,4053723,ATM Withdrawal,Successful
TRX0000571,ACC000029,C0029,2020-04-15,Salary Credit,CDM,256647,622077,Monthly Salary,Successful
TRX0001950,ACC000097,C0097,2020-04-16,Transfer,Branch,146783,52975,Bank Transfer,Successful
TRX0001035,ACC000052,C0052,2020-04-16,Salary Credit,Mobile Banking,38438,103523,Monthly Salary,Successful
TRX0008536,ACC000425,C0425,2020-04-17,Withdrawal,Branch,42039,360808,ATM Withdrawal,Successful
TRX0004994,ACC000249,C0249,2020-04-17,Deposit,Branch,70788,82034,Cheque Deposit,Successful
TRX0009116,ACC000454,C0454,2020-04-18,Transfer,Internet Banking,76073,0,Online Transfer,Successful
TRX0002469,ACC000123,C0123,2020-04-18,Deposit,Mobile Banking,73796,5037875,Cash Deposit,Successful
TRX0005421,ACC000271,C0271,2020-04-19,Deposit,Internet Banking,32301,4311817,Cheque Deposit,Successful
TRX0000987,ACC000049,C0049,2020-04-20,Bill Payment,ATM,19284,187444,Dialog Bill,Successful
TRX0003428,ACC000172,C0172,2020-04-21,Online Purchase,Mobile Banking,38415,0,Daraz Purchase,Successful
TRX0004271,ACC000212,C0212,2020-04-22,Transfer,ATM,132425,193167,Online Transfer,Successful
TRX0006260,ACC000311,C0311,2020-04-23,Deposit,ATM,60420,848054,CDM Deposit,Successful
TRX0002382,ACC000118,C0118,2020-04-23,Deposit,ATM,2612,2612,Cheque Deposit,Successful
TRX0004414,ACC000220,C0220,2020-04-24,Transfer,Mobile Banking,37353,141102,Online Transfer,Successful
TRX0008707,ACC000433,C0433,2020-04-24,Deposit,Branch,71751,1010047,CDM Deposit,Successful
TRX0007896,ACC000393,C0393,2020-04-25,Deposit,Branch,17517,356691,CDM Deposit,Successful
TRX0005665,ACC000283,C0283,2020-04-26,Withdrawal,Branch,19619,314085,ATM Withdrawal,Successful
TRX0007171,ACC000356,C0356,2020-04-26,Deposit,Branch,36539,217118,CDM Deposit,Successful
TRX0008919,ACC000444,C0444,2020-04-27,Deposit,Mobile Banking,71568,1230253,CDM Deposit,Successful
TRX0009275,ACC000462,C0462,2020-04-28,Bill Payment,Mobile Banking,37057,1020387,Dialog Bill,Successful
TRX0008489,ACC000422,C0422,2020-04-30,Bill Payment,Internet Banking,22305,241873,Dialog Bill,Successful
TRX0000750,ACC000037,C0037,2020-05-03,Transfer,Mobile Banking,155944,301934,Bank Transfer,Successful
TRX0000281,ACC000015,C0015,2020-05-03,Bill Payment,ATM,48976,1437839,Mobitel Bill,Successful
TRX0002299,ACC000114,C0114,2020-05-04,Deposit,Branch,91852,519909,Cheque Deposit,Successful
TRX0008473,ACC000422,C0422,2020-05-04,Deposit,Mobile Banking,10606,444216,Cheque Deposit,Successful
TRX0000656,ACC000033,C0033,2020-05-10,Withdrawal,Mobile Banking,25578,1620880,Branch Withdrawal,Successful
TRX0005785,ACC000289,C0289,2020-05-15,Deposit,Mobile Banking,93933,550393,CDM Deposit,Successful
TRX0002869,ACC000143,C0143,2020-05-15,Bill Payment,Branch,12457,285250,Mobitel Bill,Successful
TRX0000005,ACC000001,C0001,2020-05-17,Withdrawal,Mobile Banking,37654,0,Branch Withdrawal,Successful
TRX0001404,ACC000071,C0071,2020-05-18,Salary Credit,Internet Banking,479398,709557,Monthly Salary,Successful
TRX0005797,ACC000289,C0289,2020-05-21,Deposit,ATM,67085,836060,CDM Deposit,Successful
TRX0008787,ACC000437,C0437,2020-05-21,Transfer,Branch,81648,3741824,Fund Transfer,Successful
TRX0005123,ACC000256,C0256,2020-05-21,Deposit,Internet Banking,29579,53050,Cheque Deposit,Successful
TRX0008925,ACC000445,C0445,2020-05-22,Bill Payment,ATM,21142,417669,Water Bill,Successful
TRX0001277,ACC000064,C0064,2020-05-22,Transfer,Mobile Banking,71387,193440,Online Transfer,Successful
TRX0009079,ACC000453,C0453,2020-05-25,Deposit,ATM,36362,163867,Cheque Deposit,Successful
TRX0000202,ACC000011,C0011,2020-05-26,Bill Payment,Branch,7881,0,Dialog Bill,Successful
TRX0000862,ACC000042,C0042,2020-05-30,Deposit,Mobile Banking,25370,604495,Cash Deposit,Successful
TRX0006370,ACC000317,C0317,2020-06-01,Online Purchase,Mobile Banking,52804,249046,Uber Payment,Successful
TRX0000088,ACC000005,C0005,2020-06-03,Withdrawal,ATM,44474,0,Cash Withdrawal,Successful
TRX0005593,ACC000279,C0279,2020-06-04,Transfer,Mobile Banking,162800,0,Fund Transfer,Successful
TRX0005789,ACC000289,C0289,2020-06-06,Deposit,Mobile Banking,36612,1117375,Cheque Deposit,Successful
TRX0009097,ACC000453,C0453,2020-06-07,Transfer,POS,99584,280971,Bank Transfer,Successful
TRX0000054,ACC000003,C0003,2020-06-08,Interest Credit,ATM,10001,109203,Interest Credit,Successful
TRX0005418,ACC000271,C0271,2020-06-08,Deposit,Internet Banking,79805,4190275,Cheque Deposit,Successful
TRX0002265,ACC000113,C0113,2020-06-09,Deposit,Internet Banking,74456,301205,CDM Deposit,Successful
TRX0001382,ACC000069,C0069,2020-06-11,Online Purchase,Branch,42880,4174018,Keells Online,Successful
TRX0009369,ACC000467,C0467,2020-06-11,Withdrawal,Mobile Banking,41805,863114,Branch Withdrawal,Successful
TRX0003068,ACC000153,C0153,2020-06-12,Withdrawal,Branch,39676,1862920,Cash Withdrawal,Successful
TRX0008480,ACC000422,C0422,2020-06-14,Deposit,POS,15704,605764,Cash Deposit,Successful
TRX0004500,ACC000224,C0224,2020-06-14,Deposit,Mobile Banking,90195,4326424,Cheque Deposit,Successful
TRX0010055,ACC000499,C0499,2020-06-15,Withdrawal,Internet Banking,3899,269687,Cash Withdrawal,Successful
TRX0000237,ACC000013,C0013,2020-06-15,Transfer,ATM,86556,138086,Fund Transfer,Successful
TRX0000429,ACC000022,C0022,2020-06-16,Deposit,ATM,70102,73503,Cheque Deposit,Successful
TRX0007302,ACC000363,C0363,2020-06-18,Transfer,ATM,71243,0,Bank Transfer,Successful
TRX0007236,ACC000360,C0360,2020-06-18,Deposit,ATM,25966,204556,Cash Deposit,Successful
TRX0001118,ACC000056,C0056,2020-06-19,Online Purchase,Internet Banking,60509,4604,Daraz Purchase,Successful
TRX0008050,ACC000401,C0401,2020-06-19,Deposit,ATM,7954,182653,Cash Deposit,Successful
TRX0010052,ACC000499,C0499,2020-06-20,Bill Payment,Mobile Banking,35781,409643,Mobitel Bill,Successful
TRX0002954,ACC000147,C0147,2020-06-23,Withdrawal,Internet Banking,33817,374408,Cash Withdrawal,Successful
TRX0010023,ACC000498,C0498,2020-06-24,Online Purchase,Mobile Banking,43883,236326,Keells Online,Successful
TRX0008914,ACC000444,C0444,2020-06-24,Transfer,ATM,63782,1380881,Fund Transfer,Successful
TRX0001775,ACC000088,C0088,2020-06-25,Withdrawal,Internet Banking,15751,20571,Cash Withdrawal,Successful
TRX0001012,ACC000050,C0050,2020-06-27,Transfer,Mobile Banking,27887,65827,Online Transfer,Successful
TRX0001033,ACC000052,C0052,2020-06-28,Bill Payment,CDM,43924,46031,Dialog Bill,Successful
TRX0007648,ACC000381,C0381,2020-06-30,Bill Payment,ATM,44680,334319,Mobitel Bill,Successful
TRX0004802,ACC000240,C0240,2020-07-01,Salary Credit,Mobile Banking,110003,110003,Monthly Salary,Successful
TRX0004874,ACC000243,C0243,2020-07-01,Bill Payment,Mobile Banking,28291,810144,CEB Bill,Successful
TRX0003745,ACC000187,C0187,2020-07-03,Withdrawal,CDM,30972,1694973,ATM Withdrawal,Successful
TRX0000286,ACC000015,C0015,2020-07-03,Deposit,Internet Banking,60004,1433664,Cash Deposit,Successful
TRX0007889,ACC000393,C0393,2020-07-04,Withdrawal,CDM,15948,327246,Branch Withdrawal,Successful
TRX0004517,ACC000225,C0225,2020-07-07,Withdrawal,Mobile Banking,38500,793032,Cash Withdrawal,Successful
TRX0009361,ACC000466,C0466,2020-07-08,Transfer,Internet Banking,190558,236559,Fund Transfer,Successful
TRX0009979,ACC000496,C0496,2020-07-09,Bill Payment,Internet Banking,22112,211580,CEB Bill,Successful
TRX0002733,ACC000136,C0136,2020-07-10,Bill Payment,Mobile Banking,13159,371678,Mobitel Bill,Successful
TRX0002994,ACC000149,C0149,2020-07-10,Transfer,Branch,106383,0,Online Transfer,Successful
TRX0009491,ACC000472,C0472,2020-07-11,Deposit,CDM,85987,303264,Cash Deposit,Successful
TRX0000588,ACC000030,C0030,2020-07-13,Deposit,CDM,7453,432037,Cash Deposit,Successful
TRX0005432,ACC000271,C0271,2020-07-15,Transfer,Mobile Banking,194199,4439191,Online Transfer,Successful
TRX0008781,ACC000437,C0437,2020-07-18,Deposit,POS,87237,3841491,CDM Deposit,Successful
TRX0002533,ACC000126,C0126,2020-07-20,Deposit,Mobile Banking,81828,81828,CDM Deposit,Successful
TRX0008770,ACC000436,C0436,2020-07-20,Online Purchase,Mobile Banking,43600,0,Uber Payment,Successful
TRX0005486,ACC000274,C0274,2020-07-21,Deposit,Mobile Banking,94996,157687,Cheque Deposit,Successful
TRX0000285,ACC000015,C0015,2020-07-22,Bill Payment,Mobile Banking,40176,1373660,Water Bill,Successful
TRX0010024,ACC000498,C0498,2020-07-22,Withdrawal,ATM,39129,197197,ATM Withdrawal,Successful
TRX0004428,ACC000221,C0221,2020-07-22,Withdrawal,ATM,40889,116937,Cash Withdrawal,Successful
TRX0005020,ACC000250,C0250,2020-07-22,Deposit,Branch,1128,1128,Cash Deposit,Successful
TRX0004521,ACC000225,C0225,2020-07-23,Bill Payment,ATM,45538,1098145,CEB Bill,Successful
TRX0001165,ACC000059,C0059,2020-07-24,Withdrawal,Branch,41513,378812,Cash Withdrawal,Successful
TRX0004043,ACC000201,C0201,2020-07-24,Deposit,Mobile Banking,69929,485375,Cash Deposit,Successful
TRX0004396,ACC000219,C0219,2020-07-24,Withdrawal,Mobile Banking,42081,0,Branch Withdrawal,Successful
TRX0001960,ACC000097,C0097,2020-07-25,Deposit,Mobile Banking,27306,105156,CDM Deposit,Successful
TRX0007655,ACC000381,C0381,2020-07-27,Transfer,ATM,193727,290915,Fund Transfer,Successful
TRX0004031,ACC000201,C0201,2020-07-28,Deposit,Mobile Banking,13988,577718,Cheque Deposit,Successful
TRX0003750,ACC000187,C0187,2020-07-28,Withdrawal,Branch,34044,1708923,Cash Withdrawal,Successful
TRX0006023,ACC000300,C0300,2020-07-31,Interest Credit,Internet Banking,10167,3741910,Interest Credit,Successful
TRX0002734,ACC000136,C0136,2020-08-01,Deposit,POS,34967,406645,CDM Deposit,Successful
TRX0001104,ACC000055,C0055,2020-08-02,Deposit,Mobile Banking,76928,145555,Cash Deposit,Successful
TRX0002862,ACC000143,C0143,2020-08-02,Withdrawal,Mobile Banking,6821,555119,ATM Withdrawal,Successful
TRX0001763,ACC000088,C0088,2020-08-04,Withdrawal,Mobile Banking,30653,241718,Branch Withdrawal,Successful
TRX0004983,ACC000249,C0249,2020-08-06,Bill Payment,CDM,16105,23343,Water Bill,Successful
TRX0000277,ACC000015,C0015,2020-08-07,Deposit,Mobile Banking,5331,1442859,Cheque Deposit,Successful
TRX0000433,ACC000022,C0022,2020-08-08,Online Purchase,Branch,58624,78182,Keells Online,Successful
TRX0000197,ACC000011,C0011,2020-08-09,Withdrawal,Internet Banking,7344,13097,ATM Withdrawal,Successful
TRX0007053,ACC000350,C0350,2020-08-09,Transfer,Branch,153478,0,Fund Transfer,Successful
TRX0004005,ACC000200,C0200,2020-08-11,Bill Payment,Mobile Banking,22626,428366,Water Bill,Successful
TRX0008491,ACC000422,C0422,2020-08-12,Transfer,Mobile Banking,1066,292317,Bank Transfer,Successful
TRX0002407,ACC000120,C0120,2020-08-14,Transfer,Internet Banking,195529,0,Online Transfer,Successful
TRX0008701,ACC000433,C0433,2020-08-15,Deposit,Mobile Banking,66837,658334,CDM Deposit,Successful
TRX0003999,ACC000199,C0199,2020-08-17,Deposit,CDM,65076,559775,Cash Deposit,Successful
TRX0004008,ACC000200,C0200,2020-08-17,Transfer,Mobile Banking,92738,332481,Fund Transfer,Successful
TRX0009312,ACC000464,C0464,2020-08-17,Deposit,Mobile Banking,81546,171597,Cheque Deposit,Successful
TRX0003224,ACC000161,C0161,2020-08-19,Deposit,Internet Banking,47257,383158,Cheque Deposit,Successful
TRX0009266,ACC000462,C0462,2020-08-20,Online Purchase,ATM,35104,1089183,Uber Payment,Successful
TRX0002415,ACC000120,C0120,2020-08-21,Withdrawal,Mobile Banking,7450,9690,ATM Withdrawal,Successful
TRX0000194,ACC000011,C0011,2020-08-22,Bill Payment,Mobile Banking,24373,0,Water Bill,Successful
TRX0000432,ACC000022,C0022,2020-08-22,Withdrawal,ATM,25216,136806,Cash Withdrawal,Successful
TRX0002606,ACC000129,C0129,2020-08-22,Withdrawal,POS,39396,1063298,Cash Withdrawal,Successful
TRX0007298,ACC000363,C0363,2020-08-24,Bill Payment,POS,42964,43818,Dialog Bill,Successful
TRX0006361,ACC000317,C0317,2020-08-24,Withdrawal,ATM,1576,197984,Cash Withdrawal,Successful
TRX0007656,ACC000381,C0381,2020-08-24,Bill Payment,ATM,16429,274486,Mobitel Bill,Successful
TRX0007882,ACC000393,C0393,2020-08-24,Withdrawal,Mobile Banking,44131,453670,Branch Withdrawal,Successful
TRX0008964,ACC000447,C0447,2020-08-26,Deposit,Mobile Banking,93905,351529,Cash Deposit,Successful
TRX0005461,ACC000273,C0273,2020-08-26,Deposit,Mobile Banking,97123,267938,Cheque Deposit,Successful
TRX0007042,ACC000350,C0350,2020-08-29,Online Purchase,Internet Banking,11385,0,Daraz Purchase,Successful
TRX0008931,ACC000445,C0445,2020-08-29,Withdrawal,Internet Banking,39621,213245,Cash Withdrawal,Successful
TRX0004624,ACC000231,C0231,2020-08-29,Deposit,Mobile Banking,38740,144805,Cash Deposit,Successful
TRX0005938,ACC000297,C0297,2020-08-30,Interest Credit,Internet Banking,762,4388277,Interest Credit,Successful
TRX0008575,ACC000427,C0427,2020-08-31,Deposit,Branch,69621,1955462,Cheque Deposit,Successful
TRX0007291,ACC000363,C0363,2020-09-04,Deposit,ATM,76180,288959,Cheque Deposit,Successful
TRX0009091,ACC000453,C0453,2020-09-05,Transfer,Internet Banking,29259,99899,Bank Transfer,Successful
TRX0003893,ACC000194,C0194,2020-09-07,Bill Payment,ATM,47885,514382,Mobitel Bill,Successful
TRX0002262,ACC000113,C0113,2020-09-07,Transfer,Internet Banking,42960,0,Bank Transfer,Successful
TRX0003211,ACC000160,C0160,2020-09-07,Bill Payment,CDM,9789,896417,Water Bill,Successful
TRX0007296,ACC000363,C0363,2020-09-08,Transfer,CDM,88817,98522,Fund Transfer,Successful
TRX0004074,ACC000203,C0203,2020-09-12,Withdrawal,Mobile Banking,17417,193227,ATM Withdrawal,Successful
TRX0004999,ACC000249,C0249,2020-09-12,Online Purchase,ATM,53092,0,Uber Payment,Successful
TRX0005485,ACC000274,C0274,2020-09-13,Withdrawal,Mobile Banking,832,62691,Branch Withdrawal,Successful
TRX0005034,ACC000251,C0251,2020-09-17,Transfer,CDM,41225,209613,Bank Transfer,Successful
TRX0004590,ACC000229,C0229,2020-09-17,Online Purchase,ATM,52778,39916,Keells Online,Successful
TRX0002961,ACC000148,C0148,2020-09-18,Deposit,Mobile Banking,32829,175658,Cheque Deposit,Successful
TRX0002108,ACC000105,C0105,2020-09-20,Withdrawal,Internet Banking,27972,325399,Cash Withdrawal,Successful
TRX0002178,ACC000108,C0108,2020-09-22,Deposit,Mobile Banking,36143,1718558,Cheque Deposit,Successful
TRX0009236,ACC000460,C0460,2020-09-22,Deposit,ATM,17915,17915,Cheque Deposit,Successful
TRX0000006,ACC000001,C0001,2020-09-24,Withdrawal,POS,36461,0,Cash Withdrawal,Pending
TRX0002282,ACC000113,C0113,2020-09-24,Withdrawal,ATM,39554,56412,Cash Withdrawal,Successful
TRX0002817,ACC000140,C0140,2020-09-25,Withdrawal,CDM,3951,144034,Branch Withdrawal,Successful
TRX0001374,ACC000069,C0069,2020-09-25,Withdrawal,POS,35940,4042940,Branch Withdrawal,Successful
TRX0009086,ACC000453,C0453,2020-09-27,Withdrawal,ATM,35743,0,Branch Withdrawal,Successful
TRX0001648,ACC000083,C0083,2020-09-27,Salary Credit,Internet Banking,197189,274643,Monthly Salary,Successful
TRX0004964,ACC000248,C0248,2020-09-28,Withdrawal,Internet Banking,8966,0,ATM Withdrawal,Successful
TRX0002747,ACC000136,C0136,2020-09-28,Deposit,Mobile Banking,53691,53691,Cheque Deposit,Successful
TRX0002117,ACC000105,C0105,2020-09-30,Online Purchase,CDM,68837,0,Uber Payment,Successful
TRX0000199,ACC000011,C0011,2020-09-30,Withdrawal,Branch,47127,0,ATM Withdrawal,Successful
TRX0002944,ACC000147,C0147,2020-10-01,Withdrawal,CDM,15635,219243,ATM Withdrawal,Successful
TRX0000359,ACC000019,C0019,2020-10-01,Withdrawal,Branch,14966,296871,Cash Withdrawal,Successful
TRX0009478,ACC000472,C0472,2020-10-01,Bill Payment,Internet Banking,27100,13361,CEB Bill,Successful
TRX0004967,ACC000248,C0248,2020-10-03,Transfer,Branch,135625,0,Online Transfer,Successful
TRX0009305,ACC000464,C0464,2020-10-03,Withdrawal,Mobile Banking,43818,374712,ATM Withdrawal,Successful
TRX0005901,ACC000294,C0294,2020-10-07,Salary Credit,Branch,489400,511759,Monthly Salary,Successful
TRX0001198,ACC000060,C0060,2020-10-07,Transfer,Branch,19220,168913,Bank Transfer,Successful
TRX0002968,ACC000148,C0148,2020-10-08,Transfer,Mobile Banking,48701,0,Online Transfer,Successful
TRX0009355,ACC000466,C0466,2020-10-08,Transfer,CDM,157337,299138,Fund Transfer,Successful
TRX0005779,ACC000289,C0289,2020-10-10,Withdrawal,CDM,26672,79129,Cash Withdrawal,Successful
TRX0002093,ACC000104,C0104,2020-10-10,Withdrawal,Branch,35172,745783,Branch Withdrawal,Successful
TRX0002521,ACC000126,C0126,2020-10-11,Deposit,Branch,81991,243145,Cash Deposit,Successful
TRX0004595,ACC000229,C0229,2020-10-12,Deposit,ATM,34781,184045,Cheque Deposit,Successful
TRX0001016,ACC000050,C0050,2020-10-13,Deposit,ATM,4978,4978,CDM Deposit,Successful
TRX0004510,ACC000225,C0225,2020-10-13,Deposit,Branch,48934,870334,Cheque Deposit,Successful
TRX0000367,ACC000019,C0019,2020-10-14,Deposit,POS,25498,219430,Cheque Deposit,Successful
TRX0005115,ACC000256,C0256,2020-10-15,Transfer,Branch,187589,240547,Bank Transfer,Successful
TRX0002312,ACC000115,C0115,2020-10-17,Deposit,Branch,5103,447752,CDM Deposit,Failed
TRX0004992,ACC000249,C0249,2020-10-19,Transfer,CDM,118679,0,Online Transfer,Successful
TRX0004610,ACC000230,C0230,2020-10-19,Salary Credit,Mobile Banking,126472,152678,Monthly Salary,Successful
TRX0003703,ACC000185,C0185,2020-10-20,Transfer,Mobile Banking,48349,1434269,Online Transfer,Successful
TRX0005354,ACC000267,C0267,2020-10-21,Bill Payment,ATM,1994,98832,CEB Bill,Successful
TRX0005760,ACC000288,C0288,2020-10-23,Bill Payment,Branch,19917,80647,Mobitel Bill,Successful
TRX0002809,ACC000139,C0139,2020-10-26,Withdrawal,POS,5542,591478,Cash Withdrawal,Successful
TRX0008901,ACC000443,C0443,2020-10-27,Transfer,ATM,86331,405703,Online Transfer,Successful
TRX0007880,ACC000393,C0393,2020-10-27,Bill Payment,Mobile Banking,10232,538029,CEB Bill,Successful
TRX0002111,ACC000105,C0105,2020-10-28,Deposit,ATM,18399,190523,CDM Deposit,Successful
TRX0001505,ACC000075,C0075,2020-10-29,Deposit,Mobile Banking,31014,102878,Cheque Deposit,Successful
TRX0000333,ACC000017,C0017,2020-10-29,Withdrawal,Mobile Banking,32876,60021,Cash Withdrawal,Successful
TRX0001780,ACC000088,C0088,2020-10-31,Deposit,Branch,70005,256337,Cash Deposit,Successful
TRX0001959,ACC000097,C0097,2020-10-31,Online Purchase,Mobile Banking,70002,77850,Keells Online,Successful
TRX0003691,ACC000185,C0185,2020-11-01,Online Purchase,Mobile Banking,12914,1559432,Keells Online,Successful
TRX0005047,ACC000252,C0252,2020-11-03,Bill Payment,Mobile Banking,32107,0,Mobitel Bill,Successful
TRX0007247,ACC000360,C0360,2020-11-04,Salary Credit,ATM,54324,149384,Monthly Salary,Successful
TRX0001191,ACC000060,C0060,2020-11-04,Withdrawal,ATM,29686,284416,ATM Withdrawal,Successful
TRX0009214,ACC000459,C0459,2020-11-05,Deposit,Branch,1390,58567,CDM Deposit,Successful
TRX0009034,ACC000450,C0450,2020-11-05,Transfer,ATM,77013,0,Bank Transfer,Successful
TRX0000436,ACC000022,C0022,2020-11-05,Transfer,Branch,98601,150495,Fund Transfer,Successful
TRX0010063,ACC000499,C0499,2020-11-10,Deposit,ATM,21087,334097,Cash Deposit,Successful
TRX0000240,ACC000013,C0013,2020-11-10,Transfer,Internet Banking,2175,428310,Online Transfer,Successful
TRX0008578,ACC000427,C0427,2020-11-11,Withdrawal,ATM,27473,1874885,Branch Withdrawal,Successful
TRX0004737,ACC000236,C0236,2020-11-11,Deposit,ATM,25226,544398,Cheque Deposit,Successful
TRX0000300,ACC000016,C0016,2020-11-12,Deposit,Branch,78303,4562936,Cash Deposit,Successful
TRX0009357,ACC000466,C0466,2020-11-14,Withdrawal,Branch,49706,310029,Branch Withdrawal,Successful
TRX0004091,ACC000203,C0203,2020-11-14,Transfer,Internet Banking,14779,397842,Online Transfer,Successful
TRX0001555,ACC000078,C0078,2020-11-15,Salary Credit,Branch,276883,907102,Monthly Salary,Successful
TRX0003190,ACC000159,C0159,2020-11-17,Withdrawal,ATM,43691,2975002,Cash Withdrawal,Successful
TRX0000241,ACC000013,C0013,2020-11-18,Deposit,Mobile Banking,3730,432040,CDM Deposit,Successful
TRX0006251,ACC000311,C0311,2020-11-19,Withdrawal,POS,44715,765438,Cash Withdrawal,Successful
TRX0005460,ACC000273,C0273,2020-11-19,Online Purchase,ATM,14599,170815,Daraz Purchase,Successful
TRX0009112,ACC000454,C0454,2020-11-19,Withdrawal,POS,30016,0,Branch Withdrawal,Successful
TRX0009045,ACC000450,C0450,2020-11-20,Withdrawal,Branch,40206,0,ATM Withdrawal,Successful
TRX0001558,ACC000078,C0078,2020-11-21,Bill Payment,ATM,15689,904638,CEB Bill,Successful
TRX0002326,ACC000115,C0115,2020-11-24,Deposit,Mobile Banking,61787,256533,CDM Deposit,Successful
TRX0004434,ACC000221,C0221,2020-11-25,Transfer,Mobile Banking,148013,0,Fund Transfer,Successful
TRX0004972,ACC000248,C0248,2020-11-25,Transfer,CDM,166916,0,Fund Transfer,Successful
TRX0002406,ACC000120,C0120,2020-11-25,Deposit,POS,36012,90354,CDM Deposit,Successful
TRX0009264,ACC000462,C0462,2020-11-26,Interest Credit,Mobile Banking,8905,1160805,Interest Credit,Successful
TRX0007252,ACC000360,C0360,2020-11-26,Deposit,Mobile Banking,63569,148659,Cash Deposit,Successful
TRX0000336,ACC000017,C0017,2020-11-26,Bill Payment,Internet Banking,1558,67494,Water Bill,Successful
TRX0006507,ACC000324,C0324,2020-11-26,Deposit,Mobile Banking,86613,254670,Cash Deposit,Successful
TRX0002252,ACC000112,C0112,2020-11-27,Withdrawal,Internet Banking,8769,1463273,Branch Withdrawal,Successful
TRX0004798,ACC000240,C0240,2020-11-28,Transfer,ATM,5528,17605,Bank Transfer,Successful
TRX0003407,ACC000171,C0171,2020-11-28,Transfer,Internet Banking,108506,638782,Online Transfer,Successful
TRX0007807,ACC000389,C0389,2020-11-30,Online Purchase,Internet Banking,35005,435705,Keells Online,Successful
TRX0002379,ACC000118,C0118,2020-12-01,Online Purchase,Internet Banking,68391,160756,Daraz Purchase,Successful
TRX0003310,ACC000166,C0166,2020-12-02,Bill Payment,Branch,19123,27309,Dialog Bill,Successful
TRX0005960,ACC000297,C0297,2020-12-02,Withdrawal,Branch,13460,4127602,ATM Withdrawal,Successful
TRX0001767,ACC000088,C0088,2020-12-03,Withdrawal,Internet Banking,29924,98815,Cash Withdrawal,Successful
TRX0006259,ACC000311,C0311,2020-12-04,Online Purchase,POS,10912,787634,Uber Payment,Successful
TRX0000250,ACC000013,C0013,2020-12-05,Bill Payment,Branch,21340,717357,CEB Bill,Successful
TRX0009235,ACC000460,C0460,2020-12-05,Transfer,ATM,141361,0,Bank Transfer,Successful
TRX0001760,ACC000088,C0088,2020-12-05,Online Purchase,ATM,5151,196388,Amazon Purchase,Successful
TRX0005425,ACC000271,C0271,2020-12-06,Withdrawal,Internet Banking,49757,4640705,ATM Withdrawal,Successful
TRX0002085,ACC000104,C0104,2020-12-07,Deposit,Internet Banking,75436,434076,Cash Deposit,Successful
TRX0001171,ACC000059,C0059,2020-12-08,Bill Payment,Branch,1914,192034,Dialog Bill,Successful
TRX0001544,ACC000078,C0078,2020-12-10,Withdrawal,CDM,49662,3008,ATM Withdrawal,Successful
TRX0005207,ACC000260,C0260,2020-12-12,Withdrawal,ATM,19705,328024,Branch Withdrawal,Successful
TRX0001195,ACC000060,C0060,2020-12-13,Withdrawal,Mobile Banking,17728,232115,Cash Withdrawal,Successful
TRX0002975,ACC000148,C0148,2020-12-14,Transfer,ATM,152602,0,Online Transfer,Successful
TRX0001202,ACC000060,C0060,2020-12-15,Interest Credit,ATM,279,197368,Interest Credit,Successful
TRX0006913,ACC000344,C0344,2020-12-15,Salary Credit,Mobile Banking,69674,870870,Monthly Salary,Successful
TRX0010051,ACC000499,C0499,2020-12-16,Bill Payment,Branch,48297,445424,CEB Bill,Successful
TRX0008715,ACC000433,C0433,2020-12-17,Transfer,Mobile Banking,78779,834122,Online Transfer,Successful
TRX0008537,ACC000425,C0425,2020-12-18,Transfer,Internet Banking,187896,172912,Fund Transfer,Successful
TRX0004668,ACC000233,C0233,2020-12-18,Deposit,ATM,21978,1311777,Cheque Deposit,Successful
TRX0002991,ACC000149,C0149,2020-12-19,Deposit,POS,3844,3844,Cash Deposit,Successful
TRX0004384,ACC000218,C0218,2020-12-19,Transfer,CDM,60039,293016,Online Transfer,Successful
TRX0004032,ACC000201,C0201,2020-12-19,Withdrawal,ATM,21515,556203,Cash Withdrawal,Successful
TRX0003594,ACC000180,C0180,2020-12-20,Deposit,Internet Banking,93512,3889793,CDM Deposit,Successful
TRX0000427,ACC000022,C0022,2020-12-21,Withdrawal,Branch,43032,27709,Cash Withdrawal,Successful
TRX0002600,ACC000129,C0129,2020-12-22,Deposit,Mobile Banking,41493,1307409,CDM Deposit,Successful
TRX0006915,ACC000344,C0344,2020-12-22,Bill Payment,Mobile Banking,33539,824780,Mobitel Bill,Successful
TRX0002371,ACC000118,C0118,2020-12-22,Withdrawal,Internet Banking,25756,484062,Branch Withdrawal,Successful
TRX0003201,ACC000159,C0159,2020-12-22,Withdrawal,Mobile Banking,19300,3406726,ATM Withdrawal,Successful
TRX0008484,ACC000422,C0422,2020-12-23,Transfer,Internet Banking,123108,329813,Online Transfer,Successful
TRX0003705,ACC000185,C0185,2020-12-25,Deposit,Mobile Banking,89586,1476944,CDM Deposit,Successful
TRX0007899,ACC000393,C0393,2020-12-26,Deposit,Internet Banking,63167,401997,CDM Deposit,Successful
TRX0000765,ACC000038,C0038,2020-12-26,Deposit,ATM,12851,109056,Cheque Deposit,Successful
TRX0004045,ACC000201,C0201,2020-12-28,Bill Payment,Mobile Banking,27209,866726,CEB Bill,Successful
TRX0002775,ACC000138,C0138,2020-12-28,Bill Payment,Mobile Banking,27539,413174,CEB Bill,Successful
TRX0006006,ACC000300,C0300,2021-01-01,Deposit,Mobile Banking,68126,4134425,CDM Deposit,Successful
